commit,date,change_type,parent_schema,property_context,old_value,new_value,actions_url
c146c33ab151,2025-02-06,removed,ApiAtlasNonCompliantResourceView,resourceId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasPolicyMetadataView,policyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasPolicyView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasResourcePolicyMetadataView,resourcePolicyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasResourcePolicyView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasResourcePolicyView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasSnapshotScheduleView,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasSnapshotScheduleView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiAtlasUserMetadataView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiHostView_Atlas,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiKey,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiKeyUserDetails,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiMeasurementsGeneralView_Atlas,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiPrivateDownloadDeliveryUrl,endpointId,22,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiSearchDeploymentResponseView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiSearchDeploymentResponseView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForNdsGroup,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForNdsGroup,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForOrg,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForOrg,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForOrg,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForOrg,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ApiUserEventViewForOrg,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceAlertView,alertConfigId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceAlertView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceAlertView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceAlertView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceEventView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceEventView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceEventView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceMetricAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AppServiceMetricAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasOrganization,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasOrganization,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasResourcePolicyAuditForOrg,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasResourcePolicyAuditForOrg,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasResourcePolicyAuditForOrg,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasResourcePolicyAuditForOrg,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasResourcePolicyAuditForOrg,resourcePolicyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasResourcePolicyAuditForOrg,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasTenantClusterUpgradeRequest20240805,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasTenantClusterUpgradeRequest20240805,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AtlasTenantClusterUpgradeRequest20240805,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AuthFederationRoleMapping,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AutoExportPolicyView,exportBucketId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AutomationConfigEventView,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AutomationConfigEventView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AutomationConfigEventView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AutomationConfigEventView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AutomationConfigEventView,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AvailableClustersDeployment,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AwsNetworkPeeringConnectionSettings,awsAccountId,12,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AwsNetworkPeeringConnectionSettings,containerId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AwsNetworkPeeringConnectionSettings,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AwsNetworkPeeringConnectionSettings,vpcId,5,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AzureCloudProviderContainer,vnetName,38,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AzureKeyVaultEARPrivateEndpoint,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AzureNetworkPeeringConnectionSettings,containerId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AzureNetworkPeeringConnectionSettings,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AzurePrivateLinkConnection,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,AzurePrivateLinkConnection,privateLinkServiceName,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupComplianceOnDemandPolicyItem,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupComplianceScheduledPolicyItem,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupOnlineArchive,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupOnlineArchive,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupOnlineArchive,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupOnlineArchiveCreate,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupOnlineArchiveCreate,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupOnlineArchiveCreate,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJob,batchId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJob,checkpointId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJob,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJob,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJob,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJob,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJob,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJobDelivery,targetClusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJobDelivery,targetClusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupRestoreJobDelivery,targetGroupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupSnapshot,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupSnapshot,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupSnapshot,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupSnapshotPart,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BackupTenantSnapshot,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BaseNetworkPeeringConnectionSettings,containerId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BaseNetworkPeeringConnectionSettings,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForNdsGroup,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForNdsGroup,invoiceId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForNdsGroup,paymentId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForNdsGroup,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForOrg,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForOrg,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForOrg,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForOrg,invoiceId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForOrg,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForOrg,paymentId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingEventViewForOrg,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingInvoice,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingInvoice,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingInvoiceMetadata,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingInvoiceMetadata,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingPayment,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingRefund,paymentId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingThresholdAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,BillingThresholdAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudAppUser,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudCluster,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudCluster,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudDatabaseUser,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessAWSIAMRole,roleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessAWSIAMRoleRequest,roleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessAWSIAMRoleRequestUpdate,roleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessAzureServicePrincipal,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessAzureServicePrincipalRequest,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessAzureServicePrincipalRequestUpdate,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessFeatureUsageDataLakeFeatureId,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessFeatureUsageExportSnapshotFeatureId,exportBucketId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessFeatureUsageExportSnapshotFeatureId,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessFeatureUsagePushBasedLogExportFeatureId,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessGCPServiceAccount,gcpServiceAccountForAtlas,57,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderAccessGCPServiceAccount,roleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudProviderContainer,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CloudSearchMetrics,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterAlertView,alertConfigId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterAlertView,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterAlertView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterAlertView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterAlertView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterDescription20240805,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterDescription20240805,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterDescription20240805,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterEventViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterEventViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterEventViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterOutageSimulation,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterOutageSimulation,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterOutageSimulation,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ClusterSearchIndex,indexID,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ConnectedOrgConfig,dataAccessIdentityProviderIds,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ConnectedOrgConfig,identityProviderId,20,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ConnectedOrgConfig,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CpsBackupThresholdAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CpsBackupThresholdAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CreateOrganizationRequest,federationSettingsId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CreateOrganizationRequest,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CreateOrganizationRequest,orgOwnerId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CreateOrganizationResponse,federationSettingsId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,CreateOrganizationResponse,orgOwnerId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataExplorerAccessedEventView,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataExplorerAccessedEventView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataExplorerAccessedEventView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataExplorerAccessedEventView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataExplorerAccessedEventView,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
