commit,date,change_type,parent_schema,property_context,old_value,new_value,actions_url
c146c33ab151,2025-02-06,removed,DataLakeIngestionPipeline,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataLakeIngestionPipeline,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataLakeTenant,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricAlertView,alertConfigId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricAlertView,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricAlertView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricAlertView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricAlertView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricEventView,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricEventView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricEventView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricEventView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataMetricEventView,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataProtectionSettings,projectId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DataProtectionSettings20231001,projectId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultAlertViewForNdsGroup,alertConfigId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultAlertViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultAlertViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultAlertViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForNdsGroup,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForNdsGroup,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForOrg,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForOrg,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForOrg,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForOrg,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DefaultEventViewForOrg,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,Destination,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupApiPolicyItem,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupExportJob,exportBucketId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupExportJob,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupExportJob,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupExportJobRequest,exportBucketId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupExportJobRequest,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupExportMember,exportId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupReplicaSet,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupReplicaSet,policyItems,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupShardedClusterSnapshot,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupShardedClusterSnapshot,policyItems,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupShardedClusterSnapshot,snapshotIds,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupShardedClusterSnapshotMember,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshot,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshot,policyItems,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotAWSExportBucketRequest,iamRoleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotAWSExportBucketResponse,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotAWSExportBucketResponse,iamRoleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotAzureExportBucketRequest,roleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotAzureExportBucketResponse,roleId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotExportBucketResponse,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotRestoreJob,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotRestoreJob,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotRestoreJob,targetClusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotRestoreJob,targetGroupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotSchedule,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotSchedule,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotSchedule20240805,clusterId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,DiskBackupSnapshotSchedule20240805,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,EARPrivateEndpoint,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,EncryptionKeyAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,EncryptionKeyAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,EndpointService,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FTSIndexAuditView,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FTSIndexAuditView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FTSIndexAuditView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FTSIndexAuditView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FTSIndexAuditView,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederatedUser,federationSettingsId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederatedUser,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationIdentityProvider,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationIdentityProvider,oktaIdpId,20,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationOidcIdentityProvider,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationOidcIdentityProvider,oktaIdpId,20,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationOidcWorkforceIdentityProvider,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationOidcWorkforceIdentityProvider,oktaIdpId,20,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationOidcWorkloadIdentityProvider,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationOidcWorkloadIdentityProvider,oktaIdpId,20,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationSamlIdentityProvider,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FederationSamlIdentityProvider,oktaIdpId,20,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJob20241113,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJob20241113,instanceName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJob20241113,projectId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJob20241113,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJob20241113,targetDeploymentItemName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJob20241113,targetProjectId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJobCreate20241113,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJobCreate20241113,instanceName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJobCreate20241113,projectId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJobCreate20241113,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJobCreate20241113,targetDeploymentItemName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupRestoreJobCreate20241113,targetProjectId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupSnapshot20241113,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexBackupSnapshotDownloadCreate20241113,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexClusterDescription20241113,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexClusterDescription20241113,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexClusterDescription20241113,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexClusterDescriptionCreate20241113,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexMetricAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,FlexMetricAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,ForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GCPCloudProviderContainer,gcpProjectId,26,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GCPCloudProviderContainer,networkName,36,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GCPEndpointService,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GCPNetworkPeeringConnectionSettings,containerId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GCPNetworkPeeringConnectionSettings,gcpProjectId,6,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GCPNetworkPeeringConnectionSettings,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GCPNetworkPeeringConnectionSettings,networkName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GreaterThanRawThresholdAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GreaterThanRawThresholdAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,Group,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,Group,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,Group,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupIPAddresses,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupInvitation,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupInvitation,groupName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupInvitation,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupMigrationRequest,destinationOrgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupRole,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupRoleAssignment,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,GroupUserResponse,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostAlertViewForNdsGroup,alertConfigId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostAlertViewForNdsGroup,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostAlertViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostAlertViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostAlertViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostEventViewForNdsGroup,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostEventViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostEventViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostEventViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostEventViewForNdsGroup,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricAlert,alertConfigId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricAlert,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricAlert,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricAlert,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricAlert,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricEvent,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricEvent,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricEvent,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricEvent,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,HostMetricEvent,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,IngestionPipelineRun,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,IngestionPipelineRun,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,IngestionPipelineRun,pipelineId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,IngestionPipelineRun,snapshotId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,InvoiceLineItem,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,InvoiceLineItem,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LDAPVerifyConnectivityJobRequest,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LDAPVerifyConnectivityJobRequest,requestId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LegacyAtlasCluster,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LegacyAtlasCluster,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LegacyAtlasCluster,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LegacyAtlasTenantClusterUpgradeRequest,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LegacyAtlasTenantClusterUpgradeRequest,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LegacyAtlasTenantClusterUpgradeRequest,name,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LegacyReplicationSpec,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LessThanTimeThresholdAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LessThanTimeThresholdAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LiveImportAvailableProject,projectId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LiveImportValidation,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LiveImportValidation,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LiveImportValidation,sourceGroupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LiveMigrationRequest,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LiveMigrationRequest20240530,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,LiveMigrationResponse,_id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,MeasurementsCollStatsLatencyCluster,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,MeasurementsCollStatsLatencyHost,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,MeasurementsIndexes,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,MeasurementsIndexes,indexIds,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,MeasurementsNonIndex,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,MongoDBAccessLogs,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForNdsGroup,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForNdsGroup,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForOrg,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForOrg,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForOrg,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForOrg,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAuditViewForOrg,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAutoScalingAuditViewForNdsGroup,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAutoScalingAuditViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAutoScalingAuditViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAutoScalingAuditViewForNdsGroup,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSAutoScalingAuditViewForNdsGroup,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSServerlessInstanceAuditView,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSServerlessInstanceAuditView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSServerlessInstanceAuditView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSServerlessInstanceAuditView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSServerlessInstanceAuditView,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSTenantEndpointAuditView,apiKeyId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSTenantEndpointAuditView,endpointId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSTenantEndpointAuditView,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSTenantEndpointAuditView,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSTenantEndpointAuditView,orgId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSTenantEndpointAuditView,userId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSX509UserAuthenticationAlertConfigViewForNdsGroup,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NDSX509UserAuthenticationAlertConfigViewForNdsGroup,id,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NetworkPermissionEntry,groupId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NewRelic,accountId,40,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NewRelic,licenseKey,40,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NumberMetricAlertView,alertConfigId,24,,https://github.com/mongodb/openapi/actions/runs/13186041500
c146c33ab151,2025-02-06,removed,NumberMetricAlertView,clusterName,1,,https://github.com/mongodb/openapi/actions/runs/13186041500
