commit,date,change_type,parent_schema,property_context,old_value,new_value,actions_url
96b055528563,2024-08-07,modified,BackupRestoreJobDelivery,statusName,EXPIRED | FAILED | INTERRUPTED | IN_PROGRESS | MAX_DOWNLOADS_EXCEEDED | NOT_STARTED | READY,EXPIRED | FAILED | INTERRUPTED | IN_PROGRESS | MAX_DOWNLOADS_EXCEEDED | NOT_STARTED | PENDING | READY,
96b055528563,2024-08-07,modified,DefaultEventViewForNdsGroup,eventTypeName,AGENT_VERSION_FIXED | AGENT_VERSION_UNFIXED | CLUSTER_FCV_FIXED | CLUSTER_FCV_UNFIXED | CLUSTER_VERSION_FIXED | CLUSTER_VERSION_UNFIXED | FIXED_AGENT_VERSION_UPDATED | FIXED_VERSION_UPDATED,AGENT_VERSION_FIXED | AGENT_VERSION_UNFIXED | CLUSTER_FCV_DOWNGRADED | CLUSTER_FCV_FIXED | CLUSTER_FCV_UNFIXED | CLUSTER_VERSION_FIXED | CLUSTER_VERSION_UNFIXED | FIXED_AGENT_VERSION_UPDATED | FIXED_VERSION_UPDATED,
96b055528563,2024-08-07,modified,EventTypeForNdsGroup,,ADMIN_CLUSTER_LOCK_UPDATED | ADMIN_NOTE_UPDATED | ATLAS_MAINTENANCE_AUTO_DEFER_DISABLED | ATLAS_MAINTENANCE_AUTO_DEFER_ENABLED | ATLAS_MAINTENANCE_DEFERRED | ATLAS_MAINTENANCE_SCHEDULED_FOR_NEXT_WINDOW | ATLAS_MAINTENANCE_START_ASAP | ATLAS_MAINTENANCE_WINDOW_ADDED | ATLAS_MAINTENANCE_WINDOW_MODIFIED | ATLAS_MAINTENANCE_WINDOW_REMOVED | AUDIT_LOG_CONFIGURATION_UPDATED | AUTO_HEALING_ACTION | AZURE_CLUSTER_PREFERRED_STORAGE_TYPE_UPDATED | CLEAR_UNPROVISIONED_TARGET_GROUPS_REQUESTED | CLOUD_PROVIDER_ACCESS_AWS_IAM_ROLE_ADDED | CLOUD_PROVIDER_ACCESS_AWS_IAM_ROLE_DELETED | CLOUD_PROVIDER_ACCESS_AWS_IAM_ROLE_UPDATED | CLOUD_PROVIDER_ACCESS_AZURE_SERVICE_PRINCIPAL_ADDED | CLOUD_PROVIDER_ACCESS_AZURE_SERVICE_PRINCIPAL_DELETED | CLOUD_PROVIDER_ACCESS_AZURE_SERVICE_PRINCIPAL_UPDATED | CLUSTER_AUTOMATICALLY_PAUSED | CLUSTER_AUTOMATION_CONFIG_PUBLISHED | CLUSTER_CREATED | CLUSTER_DELETED | CLUSTER_DELETE_SUBMITTED | CLUSTER_DELETE_SUBMITTED_INTERNAL | CLUSTER_FORCE_PLANNED | CLUSTER_FORCE_RECONFIG_REQUESTED | CLUSTER_IMPORT_CANCELLED | CLUSTER_IMPORT_CUTOVER | CLUSTER_IMPORT_EXPIRED | CLUSTER_IMPORT_RESTART_REQUESTED | CLUSTER_IMPORT_STARTED | CLUSTER_INSTANCE_ADMIN_BACKUP_SNAPSHOT_REQUESTED | CLUSTER_INSTANCE_CONFIG_UPDATED | CLUSTER_INSTANCE_FAMILY_UPDATED | CLUSTER_INSTANCE_REPLACED | CLUSTER_INSTANCE_REPLACE_CLEARED | CLUSTER_INSTANCE_RESTARTED | CLUSTER_INSTANCE_RESYNC_CLEARED | CLUSTER_INSTANCE_RESYNC_REQUESTED | CLUSTER_INSTANCE_SSL_REVOKED | CLUSTER_INSTANCE_SSL_ROTATED | CLUSTER_INSTANCE_SSL_ROTATED_PER_CLUSTER | CLUSTER_INSTANCE_STOP_START | CLUSTER_INSTANCE_UPDATE_REQUESTED | CLUSTER_LINKED_TO_VERCEL | CLUSTER_MONGOT_PROCESS_ARGS_UPDATE_SUBMITTED | CLUSTER_OPLOG_RESIZED | CLUSTER_OS_UPDATED | CLUSTER_PREFERRED_CPU_ARCHITECTURE_MODIFIED | CLUSTER_PROCESS_ARGS_UPDATE_SUBMITTED | CLUSTER_READY | CLUSTER_REGIONAL_OUTAGE_SIMULATION_CANCELLED_CLUSTER_PAUSE | CLUSTER_REGIONAL_OUTAGE_SIMULATION_COMPLETED | CLUSTER_REGIONAL_OUTAGE_SIMULATION_END_REQUESTED | CLUSTER_REGIONAL_OUTAGE_SIMULATION_FAILED_TO_START | CLUSTER_REGIONAL_OUTAGE_SIMULATION_STARTED | CLUSTER_RESURRECTED | CLUSTER_ROLLING_RESYNC_CANCELED | CLUSTER_ROLLING_RESYNC_COMPLETED | CLUSTER_ROLLING_RESYNC_FAILED | CLUSTER_ROLLING_RESYNC_STARTED | CLUSTER_SERVER_PARAMETERS_UPDATE_SUBMITTED | CLUSTER_UNLINKED_FROM_VERCEL | CLUSTER_UPDATE_COMPLETED | CLUSTER_UPDATE_STARTED | CLUSTER_UPDATE_STARTED_INTERNAL | CLUSTER_UPDATE_SUBMITTED | CLUSTER_UPDATE_SUBMITTED_INTERNAL | CONTAINER_DELETED | CONTAINER_SUBNETS_UPDATE_REQUESTED | CUSTOMER_X509_CRL_UPDATED | DATA_API_SETUP_FOR_VERCEL | DATA_FEDERATION_QUERY_LIMIT_CONFIGURED | DATA_FEDERATION_QUERY_LIMIT_DELETED | DATA_LAKE_QUERY_LOGS_DOWNLOADED | DATA_PROCESSING_REGION_UPDATED | DEVICE_SYNC_DEBUG_ACCESS_GRANTED | DEVICE_SYNC_DEBUG_ACCESS_REVOKED | DEVICE_SYNC_DEBUG_X509_CERT_CREATED | ENCRYPTION_AT_REST_CONFIGURATION_UPDATED | ENCRYPTION_AT_REST_CONFIGURATION_VALIDATION_FAILED | EXTRA_MAINTENANCE_DEFERRAL_GRANTED | FEDERATED_DATABASE_CREATED | FEDERATED_DATABASE_QUERY_LOGS_DOWNLOADED | FEDERATED_DATABASE_REMOVED | FEDERATED_DATABASE_UPDATED | FREE_UPGRADE_STARTED | GROUP_AUTOMATION_CONFIG_PUBLISHED | INGESTION_PIPELINE_CREATED | INGESTION_PIPELINE_DELETED | INGESTION_PIPELINE_DESTROYED | INGESTION_PIPELINE_UPDATED | MATERIAL_CLUSTER_UPDATE_COMPLETED_INTERNAL | MONGODB_LOGS_DOWNLOADED | MONGODB_ROLE_ADDED | MONGODB_ROLE_DELETED | MONGODB_ROLE_UPDATED | MONGODB_USER_ADDED | MONGODB_USER_DELETED | MONGODB_USER_UPDATED | MONGODB_USER_X509_CERT_CREATED | MONGODB_USER_X509_CERT_REVOKED | MONGOSQLD_LOGS_DOWNLOADED | MOVE_SKIPPED | NDS_SET_CHEF_TARBALL_URI | NDS_SET_IMAGE_OVERRIDES | NETWORK_PERMISSION_ENTRY_ADDED | NETWORK_PERMISSION_ENTRY_REMOVED | NETWORK_PERMISSION_ENTRY_UPDATED | NODE_ROLLING_RESYNC_SCHEDULED | ONLINE_ARCHIVE_ACTIVE | ONLINE_ARCHIVE_CREATED | ONLINE_ARCHIVE_DATA_EXPIRATION_RULE_DISABLED | ONLINE_ARCHIVE_DATA_EXPIRATION_RULE_ENABLED | ONLINE_ARCHIVE_DATA_EXPIRATION_RULE_UPDATED | ONLINE_ARCHIVE_DELETED | ONLINE_ARCHIVE_ORPHANED | ONLINE_ARCHIVE_PAUSED | ONLINE_ARCHIVE_PAUSE_REQUESTED | ONLINE_ARCHIVE_QUERY_LOGS_DOWNLOADED | ONLINE_ARCHIVE_UPDATED | OS_MAINTENANCE | OS_MAINTENANCE_REPLACEMENT | OS_MAINTENANCE_RESTART | OS_TUNE_FILE_OVERRIDES | PENDING_INDEXES_CANCELED | PENDING_INDEXES_DELETED | PLAN_ABANDONED | PLAN_ASAP_REQUESTED | PLAN_COMPLETED | PLAN_FAILURE_COUNT_RESET | PLAN_STARTED | PRIVATE_NETWORK_ENDPOINT_ENTRY_ADDED | PRIVATE_NETWORK_ENDPOINT_ENTRY_REMOVED | PRIVATE_NETWORK_ENDPOINT_ENTRY_UPDATED | PROCESS_RESTART_REQUESTED | PROJECT_BYPASSED_MAINTENANCE | PROJECT_ENABLE_EXTENDED_STORAGE_SIZES_UPDATED | PROJECT_LIMIT_UPDATED | PROJECT_LIVE_IMPORT_OVERRIDES_ADDED | PROJECT_LIVE_IMPORT_OVERRIDES_DELETED | PROJECT_LIVE_IMPORT_OVERRIDES_UPDATED | PROJECT_OPERATIONAL_LIMIT_UPDATED | PROJECT_SCHEDULED_MAINTENANCE | PROXY_PANICKED | PROXY_RESTARTED | PUSH_BASED_LOG_EXPORT_CONFIGURATION_UPDATED | PUSH_BASED_LOG_EXPORT_DISABLED | PUSH_BASED_LOG_EXPORT_ENABLED | QUERY_ENGINE_TENANT_CREATED | QUERY_ENGINE_TENANT_REMOVED | QUERY_ENGINE_TENANT_UPDATED | REGIONALIZED_PRIVATE_ENDPOINT_MODE_DISABLED | REGIONALIZED_PRIVATE_ENDPOINT_MODE_ENABLED | RELOAD_SSL_ON_PROCESSES | RESTRICTED_EMPLOYEE_ACCESS_BYPASS | REVOKED_EMPLOYEE_ACCESS_BYPASS | SAMPLE_DATASET_LOAD_REQUESTED | SCHEDULED_MAINTENANCE | SET_ENSURE_CLUSTER_CONNECTIVITY_AFTER_FOR_CLUSTER | STREAMS_AUDIT_LOG_CONFIGURATION_UPDATED | STREAM_TENANT_AUDIT_LOGS | STREAM_TENANT_AUDIT_LOGS_DELETED | STREAM_TENANT_CONNECTIONS_LISTED | STREAM_TENANT_CONNECTION_CREATED | STREAM_TENANT_CONNECTION_DELETED | STREAM_TENANT_CONNECTION_UPDATED | STREAM_TENANT_CONNECTION_VIEWED | STREAM_TENANT_CREATED | STREAM_TENANT_DELETED | STREAM_TENANT_UPDATED | TENANT_CLUSTER_UPGRADE_FROM_MTM | TENANT_RESTORE_FAILED | TENANT_SNAPSHOT_FAILED | TENANT_UPGRADE_TO_SERVERLESS_FAILED | TENANT_UPGRADE_TO_SERVERLESS_SUCCESSFUL | TEST_FAILOVER_REQUESTED | UIS_PANICKED | UPDATE_BUMPER_FILES | USER_SECURITY_SETTINGS_UPDATED,ADMIN_CLUSTER_LOCK_UPDATED | ADMIN_NOTE_UPDATED | ATLAS_MAINTENANCE_AUTO_DEFER_DISABLED | ATLAS_MAINTENANCE_AUTO_DEFER_ENABLED | ATLAS_MAINTENANCE_DEFERRED | ATLAS_MAINTENANCE_SCHEDULED_FOR_NEXT_WINDOW | ATLAS_MAINTENANCE_START_ASAP | ATLAS_MAINTENANCE_WINDOW_ADDED | ATLAS_MAINTENANCE_WINDOW_MODIFIED | ATLAS_MAINTENANCE_WINDOW_REMOVED | ATLAS_SQL_SCHEDULED_UPDATE_CREATED | ATLAS_SQL_SCHEDULED_UPDATE_MODIFIED | ATLAS_SQL_SCHEDULED_UPDATE_REMOVED | AUDIT_LOG_CONFIGURATION_UPDATED | AUTO_HEALING_ACTION | AZURE_CLUSTER_PREFERRED_STORAGE_TYPE_UPDATED | CLEAR_UNPROVISIONED_TARGET_GROUPS_REQUESTED | CLOUD_PROVIDER_ACCESS_AWS_IAM_ROLE_ADDED | CLOUD_PROVIDER_ACCESS_AWS_IAM_ROLE_DELETED | CLOUD_PROVIDER_ACCESS_AWS_IAM_ROLE_UPDATED | CLOUD_PROVIDER_ACCESS_AZURE_SERVICE_PRINCIPAL_ADDED | CLOUD_PROVIDER_ACCESS_AZURE_SERVICE_PRINCIPAL_DELETED | CLOUD_PROVIDER_ACCESS_AZURE_SERVICE_PRINCIPAL_UPDATED | CLUSTER_AUTOMATICALLY_PAUSED | CLUSTER_AUTOMATION_CONFIG_PUBLISHED | CLUSTER_CREATED | CLUSTER_DELETED | CLUSTER_DELETE_SUBMITTED | CLUSTER_DELETE_SUBMITTED_INTERNAL | CLUSTER_FORCE_PLANNED | CLUSTER_FORCE_RECONFIG_REQUESTED | CLUSTER_IMPORT_CANCELLED | CLUSTER_IMPORT_CUTOVER | CLUSTER_IMPORT_EXPIRED | CLUSTER_IMPORT_RESTART_REQUESTED | CLUSTER_IMPORT_STARTED | CLUSTER_INSTANCE_ADMIN_BACKUP_SNAPSHOT_REQUESTED | CLUSTER_INSTANCE_CONFIG_UPDATED | CLUSTER_INSTANCE_FAMILY_UPDATED | CLUSTER_INSTANCE_REPLACED | CLUSTER_INSTANCE_REPLACE_CLEARED | CLUSTER_INSTANCE_RESTARTED | CLUSTER_INSTANCE_RESYNC_CLEARED | CLUSTER_INSTANCE_RESYNC_REQUESTED | CLUSTER_INSTANCE_SSL_REVOKED | CLUSTER_INSTANCE_SSL_ROTATED | CLUSTER_INSTANCE_SSL_ROTATED_PER_CLUSTER | CLUSTER_INSTANCE_STOP_START | CLUSTER_INSTANCE_UPDATE_REQUESTED | CLUSTER_LINKED_TO_VERCEL | CLUSTER_MONGOT_PROCESS_ARGS_UPDATE_SUBMITTED | CLUSTER_OPLOG_RESIZED | CLUSTER_OS_UPDATED | CLUSTER_PREFERRED_CPU_ARCHITECTURE_MODIFIED | CLUSTER_PROCESS_ARGS_UPDATE_SUBMITTED | CLUSTER_READY | CLUSTER_REGIONAL_OUTAGE_SIMULATION_CANCELLED_CLUSTER_PAUSE | CLUSTER_REGIONAL_OUTAGE_SIMULATION_COMPLETED | CLUSTER_REGIONAL_OUTAGE_SIMULATION_END_REQUESTED | CLUSTER_REGIONAL_OUTAGE_SIMULATION_FAILED_TO_START | CLUSTER_REGIONAL_OUTAGE_SIMULATION_STARTED | CLUSTER_RESURRECTED | CLUSTER_ROLLING_RESYNC_CANCELED | CLUSTER_ROLLING_RESYNC_COMPLETED | CLUSTER_ROLLING_RESYNC_FAILED | CLUSTER_ROLLING_RESYNC_STARTED | CLUSTER_SERVER_PARAMETERS_UPDATE_SUBMITTED | CLUSTER_UNLINKED_FROM_VERCEL | CLUSTER_UPDATE_COMPLETED | CLUSTER_UPDATE_STARTED | CLUSTER_UPDATE_STARTED_INTERNAL | CLUSTER_UPDATE_SUBMITTED | CLUSTER_UPDATE_SUBMITTED_INTERNAL | CONTAINER_DELETED | CONTAINER_SUBNETS_UPDATE_REQUESTED | CUSTOMER_X509_CRL_UPDATED | DATA_API_SETUP_FOR_VERCEL | DATA_FEDERATION_QUERY_LIMIT_CONFIGURED | DATA_FEDERATION_QUERY_LIMIT_DELETED | DATA_LAKE_QUERY_LOGS_DOWNLOADED | DATA_PROCESSING_REGION_UPDATED | DEVICE_SYNC_DEBUG_ACCESS_GRANTED | DEVICE_SYNC_DEBUG_ACCESS_REVOKED | DEVICE_SYNC_DEBUG_X509_CERT_CREATED | ENCRYPTION_AT_REST_CONFIGURATION_UPDATED | ENCRYPTION_AT_REST_CONFIGURATION_VALIDATION_FAILED | EXTRA_MAINTENANCE_DEFERRAL_GRANTED | FEDERATED_DATABASE_CREATED | FEDERATED_DATABASE_QUERY_LOGS_DOWNLOADED | FEDERATED_DATABASE_REMOVED | FEDERATED_DATABASE_UPDATED | FREE_UPGRADE_STARTED | GROUP_AUTOMATION_CONFIG_PUBLISHED | INDEPENDENT_SHARD_SCALING_AVAILABLE | INGESTION_PIPELINE_CREATED | INGESTION_PIPELINE_DELETED | INGESTION_PIPELINE_DESTROYED | INGESTION_PIPELINE_UPDATED | MATERIAL_CLUSTER_UPDATE_COMPLETED_INTERNAL | MONGODB_LOGS_DOWNLOADED | MONGODB_ROLE_ADDED | MONGODB_ROLE_DELETED | MONGODB_ROLE_UPDATED | MONGODB_USER_ADDED | MONGODB_USER_DELETED | MONGODB_USER_UPDATED | MONGODB_USER_X509_CERT_CREATED | MONGODB_USER_X509_CERT_REVOKED | MONGOSQLD_LOGS_DOWNLOADED | MOVE_SKIPPED | NDS_SET_CHEF_TARBALL_URI | NDS_SET_IMAGE_OVERRIDES | NETWORK_PERMISSION_ENTRY_ADDED | NETWORK_PERMISSION_ENTRY_REMOVED | NETWORK_PERMISSION_ENTRY_UPDATED | NODE_ROLLING_RESYNC_SCHEDULED | ONLINE_ARCHIVE_ACTIVE | ONLINE_ARCHIVE_CREATED | ONLINE_ARCHIVE_DATA_EXPIRATION_RULE_DISABLED | ONLINE_ARCHIVE_DATA_EXPIRATION_RULE_ENABLED | ONLINE_ARCHIVE_DATA_EXPIRATION_RULE_UPDATED | ONLINE_ARCHIVE_DELETED | ONLINE_ARCHIVE_ORPHANED | ONLINE_ARCHIVE_PAUSED | ONLINE_ARCHIVE_PAUSE_REQUESTED | ONLINE_ARCHIVE_QUERY_LOGS_DOWNLOADED | ONLINE_ARCHIVE_UPDATED | OS_MAINTENANCE | OS_MAINTENANCE_REPLACEMENT | OS_MAINTENANCE_RESTART | OS_TUNE_FILE_OVERRIDES | PENDING_INDEXES_CANCELED | PENDING_INDEXES_DELETED | PLAN_ABANDONED | PLAN_ASAP_REQUESTED | PLAN_COMPLETED | PLAN_FAILURE_COUNT_RESET | PLAN_STARTED | PRIVATE_NETWORK_ENDPOINT_ENTRY_ADDED | PRIVATE_NETWORK_ENDPOINT_ENTRY_REMOVED | PRIVATE_NETWORK_ENDPOINT_ENTRY_UPDATED | PROCESS_RESTART_REQUESTED | PROJECT_BYPASSED_MAINTENANCE | PROJECT_ENABLE_EXTENDED_STORAGE_SIZES_UPDATED | PROJECT_LIMIT_UPDATED | PROJECT_LIVE_IMPORT_OVERRIDES_ADDED | PROJECT_LIVE_IMPORT_OVERRIDES_DELETED | PROJECT_LIVE_IMPORT_OVERRIDES_UPDATED | PROJECT_OPERATIONAL_LIMIT_UPDATED | PROJECT_SCHEDULED_MAINTENANCE | PROXY_PANICKED | PROXY_RESTARTED | PUSH_BASED_LOG_EXPORT_CONFIGURATION_UPDATED | PUSH_BASED_LOG_EXPORT_DISABLED | PUSH_BASED_LOG_EXPORT_ENABLED | QUERY_ENGINE_TENANT_CREATED | QUERY_ENGINE_TENANT_REMOVED | QUERY_ENGINE_TENANT_UPDATED | QUEUED_ADMIN_ACTION_CREATED | REGIONALIZED_PRIVATE_ENDPOINT_MODE_DISABLED | REGIONALIZED_PRIVATE_ENDPOINT_MODE_ENABLED | RELOAD_SSL_ON_PROCESSES | RESTRICTED_EMPLOYEE_ACCESS_BYPASS | REVOKED_EMPLOYEE_ACCESS_BYPASS | SAMPLE_DATASET_LOAD_REQUESTED | SCHEDULED_MAINTENANCE | SET_ENSURE_CLUSTER_CONNECTIVITY_AFTER_FOR_CLUSTER | STREAMS_AUDIT_LOG_CONFIGURATION_UPDATED | STREAM_TENANT_AUDIT_LOGS | STREAM_TENANT_AUDIT_LOGS_DELETED | STREAM_TENANT_CONNECTIONS_LISTED | STREAM_TENANT_CONNECTION_CREATED | STREAM_TENANT_CONNECTION_DELETED | STREAM_TENANT_CONNECTION_UPDATED | STREAM_TENANT_CONNECTION_VIEWED | STREAM_TENANT_CREATED | STREAM_TENANT_DELETED | STREAM_TENANT_UPDATED | TENANT_CLUSTER_UPGRADE_FROM_MTM | TENANT_RESTORE_FAILED | TENANT_SNAPSHOT_FAILED | TENANT_UPGRADE_TO_SERVERLESS_FAILED | TENANT_UPGRADE_TO_SERVERLESS_SUCCESSFUL | TEST_FAILOVER_REQUESTED | UIS_PANICKED | UPDATE_BUMPER_FILES | USER_SECURITY_SETTINGS_UPDATED,
96b055528563,2024-08-07,modified,EventTypeForNdsGroup,,AGENT_VERSION_FIXED | AGENT_VERSION_UNFIXED | CLUSTER_FCV_FIXED | CLUSTER_FCV_UNFIXED | CLUSTER_VERSION_FIXED | CLUSTER_VERSION_UNFIXED | FIXED_AGENT_VERSION_UPDATED | FIXED_VERSION_UPDATED,AGENT_VERSION_FIXED | AGENT_VERSION_UNFIXED | CLUSTER_FCV_DOWNGRADED | CLUSTER_FCV_FIXED | CLUSTER_FCV_UNFIXED | CLUSTER_VERSION_FIXED | CLUSTER_VERSION_UNFIXED | FIXED_AGENT_VERSION_UPDATED | FIXED_VERSION_UPDATED,
96b055528563,2024-08-07,modified,EventTypeForOrg,,ALL_ORG_USERS_HAVE_MFA | ORG_ACTIVATED | ORG_ADMIN_LOCKED | ORG_ADMIN_SUSPENDED | ORG_CLUSTERS_DELETED | ORG_CLUSTERS_PAUSED | ORG_CONNECTED_TO_MLAB | ORG_CONNECTED_TO_VERCEL | ORG_CONNECTION_UNINSTALLED_FROM_VERCEL | ORG_CREATED | ORG_CREDIT_CARD_ABOUT_TO_EXPIRE | ORG_CREDIT_CARD_ADDED | ORG_CREDIT_CARD_CURRENT | ORG_CREDIT_CARD_UPDATED | ORG_DAILY_BILL_OVER_THRESHOLD | ORG_DAILY_BILL_UNDER_THRESHOLD | ORG_DISCONNECTED_FROM_MLAB | ORG_DISCONNECTED_TO_VERCEL | ORG_EDITED_UI_IP_ACCESS_LIST_ENTRIES | ORG_EMPLOYEE_ACCESS_RESTRICTED | ORG_EMPLOYEE_ACCESS_UNRESTRICTED | ORG_GROUP_CHARGES_OVER_THRESHOLD | ORG_GROUP_CHARGES_UNDER_THRESHOLD | ORG_IDP_CERTIFICATE_ABOUT_TO_EXPIRE | ORG_IDP_CERTIFICATE_CURRENT | ORG_INVOICE_OVER_THRESHOLD | ORG_INVOICE_UNDER_THRESHOLD | ORG_LOCKED | ORG_NO_FINANCIAL_PROTECTION | ORG_OVERRIDE_PAYMENT_METHOD_ADDED | ORG_PAYPAL_CANCELLED | ORG_PAYPAL_LINKED | ORG_PAYPAL_UPDATED | ORG_PUBLIC_API_ACCESS_LIST_NOT_REQUIRED | ORG_PUBLIC_API_ACCESS_LIST_REQUIRED | ORG_RENAMED | ORG_SERVICE_ACCOUNT_MAX_SECRET_VALIDITY_EDITED | ORG_SFDC_ACCOUNT_ID_CHANGED | ORG_SUSPENDED | ORG_SUSPENSION_DATE_CHANGED | ORG_TEMPORARILY_ACTIVATED | ORG_TWO_FACTOR_AUTH_OPTIONAL | ORG_TWO_FACTOR_AUTH_REQUIRED | ORG_UI_IP_ACCESS_LIST_DISABLED | ORG_UI_IP_ACCESS_LIST_ENABLED | ORG_UNDER_FINANCIAL_PROTECTION | ORG_USERS_WITHOUT_MFA,ALL_ORG_USERS_HAVE_MFA | ORG_ACTIVATED | ORG_ADMIN_LOCKED | ORG_ADMIN_SUSPENDED | ORG_CLUSTERS_DELETED | ORG_CLUSTERS_PAUSED | ORG_CONNECTED_TO_MLAB | ORG_CONNECTED_TO_VERCEL | ORG_CONNECTION_UNINSTALLED_FROM_VERCEL | ORG_CREATED | ORG_CREDIT_CARD_ABOUT_TO_EXPIRE | ORG_CREDIT_CARD_ADDED | ORG_CREDIT_CARD_CURRENT | ORG_CREDIT_CARD_UPDATED | ORG_DAILY_BILL_OVER_THRESHOLD | ORG_DAILY_BILL_UNDER_THRESHOLD | ORG_DISCONNECTED_FROM_MLAB | ORG_DISCONNECTED_TO_VERCEL | ORG_EDITED_UI_IP_ACCESS_LIST_ENTRIES | ORG_EMPLOYEE_ACCESS_RESTRICTED | ORG_EMPLOYEE_ACCESS_UNRESTRICTED | ORG_GROUP_CHARGES_OVER_THRESHOLD | ORG_GROUP_CHARGES_UNDER_THRESHOLD | ORG_IDP_CERTIFICATE_ABOUT_TO_EXPIRE | ORG_IDP_CERTIFICATE_CURRENT | ORG_INVOICE_OVER_THRESHOLD | ORG_INVOICE_UNDER_THRESHOLD | ORG_LOCKED | ORG_NO_FINANCIAL_PROTECTION | ORG_OVERRIDE_PAYMENT_METHOD_ADDED | ORG_PAYPAL_CANCELLED | ORG_PAYPAL_LINKED | ORG_PAYPAL_UPDATED | ORG_PUBLIC_API_ACCESS_LIST_NOT_REQUIRED | ORG_PUBLIC_API_ACCESS_LIST_REQUIRED | ORG_RENAMED | ORG_SERVICE_ACCOUNT_MAX_SECRET_VALIDITY_EDITED | ORG_SFDC_ACCOUNT_ID_CHANGED | ORG_SUSPENDED | ORG_SUSPENSION_DATE_CHANGED | ORG_TEMPORARILY_ACTIVATED | ORG_TWO_FACTOR_AUTH_OPTIONAL | ORG_TWO_FACTOR_AUTH_REQUIRED | ORG_UI_IP_ACCESS_LIST_DISABLED | ORG_UI_IP_ACCESS_LIST_ENABLED | ORG_UNDER_FINANCIAL_PROTECTION | ORG_USERS_WITHOUT_MFA | SECURITY_CONTACT_MODIFIED,
96b055528563,2024-08-07,modified,GroupServiceAccount,roles,GROUP_AUTOMATION_ADMIN | GROUP_BACKUP_ADMIN | GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_MONITORING_ADMIN | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER | GROUP_USER_ADMIN,GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER,
96b055528563,2024-08-07,modified,GroupServiceAccountRequest,roles,GROUP_AUTOMATION_ADMIN | GROUP_BACKUP_ADMIN | GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_MONITORING_ADMIN | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER | GROUP_USER_ADMIN,GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER,
96b055528563,2024-08-07,modified,GroupServiceAccountRoleAssignment,roles,GROUP_AUTOMATION_ADMIN | GROUP_BACKUP_ADMIN | GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_MONITORING_ADMIN | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER | GROUP_USER_ADMIN,GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER,
96b055528563,2024-08-07,modified,GroupServiceAccountUpdateRequest,roles,GROUP_AUTOMATION_ADMIN | GROUP_BACKUP_ADMIN | GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_MONITORING_ADMIN | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER | GROUP_USER_ADMIN,GROUP_CLUSTER_MANAGER | GROUP_DATA_ACCESS_ADMIN | GROUP_DATA_ACCESS_READ_ONLY | GROUP_DATA_ACCESS_READ_WRITE | GROUP_OWNER | GROUP_READ_ONLY | GROUP_SEARCH_INDEX_EDITOR | GROUP_STREAM_PROCESSING_OWNER,
